Ort;Plz;Bundesland
Stahlhütte;53533;RP
Stahna;1623;SN
Stahnsdorf;14532;BB
Staig;89195;BW
Staitz;7950;TH
Stakendorf;24217;SH
Stalförden;49696;NI
Stallwang;94375;BY
Stammbach;95236;BY
Stammham;84533;BY
Stammham;85134;BY
Stampfl;83546;BY
Stamsried;93491;BY
Stanau;7806;TH
Ständehof;66981;RP
Standenbühl;67816;RP
Standorf;97990;BW
Stangenhagen;14959;BB
Stangerode;6543;ST
Stanggaß;83471;BY
Stangheck;24395;SH
Stannewisch;2923;SN
Stapel;19273;NI
Stapelburg;38871;ST
Stapelfeld;22145;SH
Stappenbeck;29416;ST
Starbach;1683;SN
Starkenberg;4617;TH
Starkenburg;56843;RP
Starnberg;82319;BY
Starsiedel;6686;ST
Starzach;72181;BW
Starzberg;83739;BY
Staßfurt;39418;ST
Staucha;1594;SN
Stauchitz;1594;SN
Staudach-Egerndach;83224;BY
Staudernheim;55568;RP
Staudt;56424;RP
Staufen;79219;BW
Staufenberg;34355;NI
Staufenberg;35460;HE
Stausteinerhof;66482;RP
Staven;17039;MV
Stavenhagen;17153;MV
Stavenow;19357;BB
Stavern;49777;NI
Stebach;56276;RP
Stechau;4936;BB
Stecherschleuse;16248;BB
Stechow;14715;BB
Steckenbergermühle;56379;RP
Stecklenberg;6507;ST
Stedesand;25920;SH
Stedesdorf;26427;NI
Stedten;6317;ST
Stedten a Ettersberg;99439;TH
Stedtlingen;98617;TH
Steegen;19230;MV
Steenfeld;25557;SH
Steesow;19300;MV
Stefansberg;82216;BY
Steffeln;54597;RP
Steffenberg;35239;HE
Steffenshagen;16928;BB
Steffenshagen;18209;MV
Steffenshof;56288;RP
Steffin;23966;MV
Stegaurach;96135;BY
Stegelitz;17268;BB
Stegelitz;39291;ST
Stegen;79252;BW
Steigerthal;99762;TH
Steigra;6268;ST
Steimbke;31634;NI
Steimel;57614;RP
Steimke;38486;ST
Stein;24235;SH
Stein;83371;BY
Stein;90547;BY
Steina;1920;SN
Steinach;77790;BW
Steinach;94377;BY
Steinach;96523;TH
Steinächle;71364;BW
Steinalben;66851;RP
Steinau;21775;NI
Steinau;36396;HE
Steinau;83546;BY
Steinbach;9477;SN
Steinbach;9629;SN
Steinbach;36448;TH
Steinbach;37308;TH
Steinbach;56291;RP
Steinbach;61449;HE
Steinbach;66909;RP
Steinbach;67808;RP
Steinbach;96361;BY
Steinbach;98667;TH
Steinbach b Moritzburg;1471;SN
Steinbach-Hallenberg;98587;TH
Steinbeck;16259;BB
Steinbeck;19372;MV
Steinbeck;23948;MV
Steinberg;8237;SN
Steinberg;14793;BB
Steinberg;19348;BB
Steinberg;24972;SH
Steinberg;92449;BY
Steinbergkirche;24972;SH
Stein-Bockenheim;55599;RP
Steinborn;54655;RP
Steinbrücken;99735;TH
Steinburg;6647;ST
Steinburg;22964;SH
Steindorf;82297;BY
Steinebach;57520;RP
Steinebach;57629;RP
Steineberg;54552;RP
Steineck;83368;BY
Steinefrenz;56414;RP
Steinen;56244;RP
Steinen;79585;BW
Steinenbronn;71144;BW
Steinerholz;24398;SH
Steineroth;57518;RP
Steinfeld;18184;MV
Steinfeld;24888;SH
Steinfeld;39599;ST
Steinfeld;49439;NI
Steinfeld;76889;RP
Steinfeld;97854;BY
Steinfeld;98646;TH
Steinförde;16798;BB
Steinfurt;48565;NW
Steingaden;86989;BY
Steingraben;91358;BY
Steinhagen;18233;MV
Steinhagen;18239;MV
Steinhagen;18246;MV
Steinhagen;18442;MV
Steinhagen;33803;NW
Steinhausen;88416;BW
Steinheid;98749;TH
Steinheim;32839;NW
Steinheim;71711;BW
Steinheim;89555;BW
Steinheuterode;37318;TH
Steinhöfel;15518;BB
Steinhöfel;16278;BB
Steinhöring;85643;BY
Steinhorst;23847;SH
Steinhorst;29367;NI
Steinigtwolmsdorf;1904;SN
Steiningen;54552;RP
Steinitz;29416;ST
Steinkirchen;21720;NI
Steinkirchen;84439;BY
Steinmauern;76479;BW
Stein-Neukirch;56479;RP
Steinpleis;8432;SN
Steinrab;83376;BY
Steinrausch;54689;RP
Steinrode;37345;TH
Steinsberg;56379;RP
Steinschleuse;25868;SH
Steinsdorf;6928;ST
Steinsdorf;7338;TH
Steinsdorf;7570;TH
Steinsdorf;15898;BB
Steinsfeld;91628;BY
Steinthaleben;6567;TH
Steintoch;15324;BB
Steinweiler;76872;RP
Steinwenden;66879;RP
Steinwiesen;96349;BY
Stein-Wingert;57629;RP
Steißlingen;78256;BW
Stelle;21435;NI
Stelle-Wittenwurth;25795;SH
Stellshagen;23948;MV
Stelzen;98678;TH
Stelzenberg;67705;RP
Stemmen;27389;NI
Stempeda;99762;TH
Stemshorn;49448;NI
Stemwede;32351;NW
Stendal;39576;ST
Stendell;16306;BB
Stenn;8144;SN
Stenten;24811;SH
Stepenitz;16945;BB
Stepfershausen;98617;TH
Stephanskirchen;83071;BY
Stephanskirchen;83552;BY
Stephansposching;94569;BY
Sterley;23883;SH
Sterleyerheide;23883;SH
Sternberg;19406;MV
Sternberger Burg;19406;MV
Sternebeck;16269;BB
Sternenfels;75447;BW
Sternhagen;17291;BB
Sterup;24996;SH
Stetten;67294;RP
Stetten;72510;BW
Stetten;87778;BY
Stetten;88719;BW
Stettfeld;96188;BY
Steuden;6179;ST
Steudten;1594;SN
Steuerwaldsmühle;67294;RP
Steutz;39264;ST
Steyerberg;31595;NI
Stiefenhofen;88167;BY
Stiege;38899;ST
Stiepelse;19273;NI
Stieten;19406;MV
Stimpfach;74597;BW
Stinstedt;21772;NI
Stintenburg;19246;MV
Stintenburger Hütte;19246;MV
Stipsdorf;23795;SH
Stipshausen;55758;RP
Stixe;19273;NI
Stobra;99510;TH
Stockach;78333;BW
Stockbornerhof;66484;RP
Stockdorf;82131;BY
Stockelsdorf;23617;SH
Stockem;54646;RP
Stöckey;37345;TH
Stockhausen-Illfurth;56472;RP
Stockheim;96342;BY
Stockheim;97640;BY
Stocksberg Gem Beilstein;71543;BW
Stöckse;31638;NI
Stocksee;24326;SH
Stockstadt;63811;BY
Stockstadt;64589;HE
Stockum-Püschen;56459;RP
Stödten;99610;TH
Stödtlen;73495;BW
Stoetze;29597;NI
Stöffel;57647;RP
Stofferstorf;23968;MV
Stöffin;16833;BB
Stöhrhaus;83471;BY
Stolberg;6547;ST
Stolberg;52222;NW
Stolberg;52223;NW
Stolberg;52224;NW
Stolk;24890;SH
Stollbeck;72419;BW
Stollberg;9366;SN
Stölln;14728;BB
Stollsdorf;9306;SN
Stolpe;16278;BB
Stolpe;16540;BB
Stolpe;17391;MV
Stolpe;17406;MV
Stolpe;19372;MV
Stolpe;24601;SH
Stolpen;1833;SN
Stolpe-Süd;16761;BB
Stoltebüll;24409;SH
Stoltenberg;24256;SH
Stoltenhagen;18510;MV
Stoltoft;24405;SH
Stolzenau;31592;NI
Stolzenbergerhof;67822;RP
Stolzenhagen;16248;BB
Stolzenhagen;16348;BB
Stolzenhain;4916;BB
Stolzenhain a d Röder;4932;BB
Stopperich;56588;RP
Storbeck;16818;BB
Storbeckshof;19339;BB
Storchhof;74731;BW
Stördorf;25554;SH
Störkathen;25548;SH
Storkau;6386;ST
Storkau;6667;ST
Storkau;39590;ST
Storkow;15859;BB
Storkow;17268;BB
Storkow;17328;MV
Störnstein;92721;BY
Stösitz;1594;SN
Stößen;6667;ST
Stötten;87675;BY
Stotternheim;99195;TH
Stöttwang;87677;BY
Stove;19217;MV
Straach;6896;ST
Strachau;19273;NI
Strachtitz;18581;MV
Stradow;3226;BB
Straelen;47638;NW
Straguth;39264;ST
Strahlungen;97618;BY
Strahwalde;2747;SN
Stralendorf;19073;MV
Stralendorf;19372;MV
Stralsund;18435;MV
Stralsund;18437;MV
Stralsund;18439;MV
Strameuß;23992;MV
Strande;24229;SH
Strasburg;17335;MV
Strasen;17255;MV
Straßberg;6493;ST
Straßberg;8527;SN
Straßberg;72479;BW
Strassen;19294;MV
Straßenhaus;56587;RP
Straßgräbchen;1936;SN
Straßkirchen;94342;BY
Straßlach-Dingharting;82064;BY
Straubenhardt;75334;BW
Straubing;94315;BY
Sträubl;83329;BY
Strauch;1561;SN
Straupitz;15913;BB
Strausberg;15344;BB
Straußberg;99713;TH
Straußfurt;99634;TH
Streckenthin;16928;BB
Streesow;19357;BB
Streetz;6862;ST
Streganz;15752;BB
Strehla;1616;SN
Strehlen;19357;BB
Streichwitz;15898;BB
Streiflach;81249;BY
Streit;83552;BY
Streitau;83739;BY
Streitberg;85307;BY
Streitberg;88441;BW
Streitfeld;26441;NI
Streithausen;57629;RP
Streitholz;37308;TH
Strelln;4838;SN
Stremmen;15848;BB
Strenznaundorf;6425;ST
Stresendorf;19372;MV
Stresow;39291;ST
Stressenhausen;98646;TH
Streufdorf;98646;TH
Streumen;1609;SN
Strickscheid;54597;RP
Striegistal;9661;SN
Striesdorf;18299;MV
Striesow;3096;BB
Strigleben;19348;BB
Ströbels Mühle;56346;RP
Strodehne;14728;BB
Stroga;1561;SN
Strohkirchen;19230;MV
Strohkirchen;23936;MV
Strohn;54558;RP
Stromberg;55442;RP
Strotzbüsch;54552;RP
Strub;83489;BY
Strübbel;25792;SH
Strubensee;16835;BB
Struckum;25821;SH
Strukdorf;23815;SH
Strullendorf;96129;BY
Struppen;1796;SN
Strußberg;83364;BY
Strüth;56357;RP
Struvenhütten;24643;SH
Struxdorf;24891;SH
Stubben;23847;SH
Stubben;27616;NI
Stubbendorf;17159;MV
Stubbendorf;18195;MV
Stubenberg;94166;BY
Stuck;19294;MV
Stücken;14547;BB
Stüdenitz;16845;BB
Stuer;17209;MV
Stühlingen;79780;BW
Stuhr;28816;NI
Stulln;92551;BY
Stülow;18209;MV
Stumsdorf;6780;ST
Stünzmühle;7619;TH
Stürzelbach;57614;RP
Stutensee;76297;BW
Stüterhof;67661;RP
Stuttgart;70173;BW
Stuttgart;70174;BW
Stuttgart;70176;BW
Stuttgart;70178;BW
Stuttgart;70180;BW
Stuttgart;70182;BW
Stuttgart;70184;BW
Stuttgart;70186;BW
Stuttgart;70188;BW
Stuttgart;70190;BW
Stuttgart;70191;BW
Stuttgart;70192;BW
Stuttgart;70193;BW
Stuttgart;70195;BW
Stuttgart;70197;BW
Stuttgart;70199;BW
Stuttgart;70327;BW
Stuttgart;70329;BW
Stuttgart;70372;BW
Stuttgart;70374;BW
Stuttgart;70376;BW
Stuttgart;70378;BW
Stuttgart;70435;BW
Stuttgart;70437;BW
Stuttgart;70439;BW
Stuttgart;70469;BW
Stuttgart;70499;BW
Stuttgart;70563;BW
Stuttgart;70565;BW
Stuttgart;70567;BW
Stuttgart;70569;BW
Stuttgart;70597;BW
Stuttgart;70599;BW
Stuttgart;70619;BW
Stuttgart;70629;BW
Stützengrün;8328;SN
Stutzenklinge;73565;BW
Stützerbach;98714;TH
Stuvenborn;24641;SH
Sückau;19273;NI
Suckow;19376;MV
Suckwitz Abbau;19399;MV
Südbrookmerland;26624;NI
Suddendorf;48465;NI
Sudenhof;19230;MV
Süderau;25361;SH
Süderbrarup;24392;SH
Suderburg;29556;NI
Süderdeich;25764;SH
Süderdorf;25782;SH
Süderende;25938;SH
Süderfahrenstedt;24890;SH
Südergellersen;21394;NI
Süderhackstedt;24852;SH
Süderhackstedtfeld;24992;SH
Süderhastedt;25727;SH
Süderheistedt;25779;SH
Süderhöft;25876;SH
Süderholz;18516;MV
Süderlügum;25923;SH
Südermarsch;25813;SH
Süderoog;25849;SH
Süderstapel;25879;SH
Südfall;25845;SH
Südlohn;46354;NW
Südschacht;38350;NI
Sudwalde;27257;NI
Sugenheim;91484;BY
Suhhaus;73453;BW
Suhl;98527;TH
Suhl;98528;TH
Suhl;98529;TH
Suhlendorf;29562;NI
Suhlequelle;99102;TH
Suhrbrook;24367;SH
Sukow;19079;MV
Sükow;19348;BB
Sukow-Marienhof;17168;MV
Sülfeld;23867;SH
Sulingen;27232;NI
Sülldorf;39171;ST
Sülm;54636;RP
Sülsdorf;23923;MV
Sülstorf;19077;MV
Sülten;19412;MV
Sulz;72172;BW
Sulza;7751;TH
Sulzbach;55758;RP
Sulzbach;56379;RP
Sulzbach;63834;BY
Sulzbach;65843;HE
Sulzbach;66280;SL
Sulzbach;71560;BW
Sulzbacherhof;66885;RP
Sulzbach-Laufen;74429;BW
Sulzbach-Rosenberg;92237;BY
Sulzbachtal;67734;RP
Sulzberg;87477;BY
Sulzburg;79295;BW
Sulzdorf;97528;BY
Sulzemoos;85254;BY
Sulzfeld;75056;BW
Sulzfeld;97320;BY
Sulzfeld;97633;BY
Sülzfeld;98617;TH
Sülzhayn;99755;TH
Sulzheim;55286;RP
Sulzheim;97529;BY
Sulzhof;67808;RP
Sulzthal;97717;BY
Sumte;19273;NI
Sünching;93104;BY
Sundern;59846;NW
Sundhausen;99735;TH
Sundhausen;99947;TH
Sundremda;7407;TH
Sünna;36404;TH
Süplingen;39343;ST
Süpplingen;38373;NI
Süpplingenburg;38376;NI
Süptitz;4860;SN
Surau;83552;BY
Surberg;83362;BY
Surbergbichl;83364;BY
Surwold;26903;NI
Sürzerhof;56299;RP
Suschow;3226;BB
Süsel;23701;SH
Süßen;73079;BW
Süßenborn;99441;TH
Süßenhof;67317;RP
Süstedt;27305;NI
Sustrum;49762;NI
Suthfeld;31555;NI
Swisttal;53913;NW
Sydower Fließ;16230;BB
Syke;28857;NI
Sylda;6333;ST
Sylt-Ost;25980;SH
Syrau;8548;SN
Syrgenstein;89428;BY
Taarstedt;24893;SH
Tabarz;99891;TH
Taben-Rodt;54441;RP
Tacherting;83342;BY
Taching am See;83373;BY
Tacken;19348;BB
Tackesdorf;25585;SH
Tackesdorf-Nord;24797;SH
Tackmannshof;17268;MV
Täferrot;73527;BW
Tagewerben;6667;ST
Tagmersheim;86704;BY
Talheim;74388;BW
Talheim;78607;BW
Talheimer Hof;74223;BW
Talkau;21493;SH
Talling;54426;RP
Talmühle;57647;RP
Tambach-Dietharz;99897;TH
Tamm;71732;BW
Tangeln;38489;ST
Tangendorf;19348;BB
Tangerhütte;39517;ST
Tangermünde;39590;ST
Tangstedt;22889;SH
Tangstedt;25499;SH
Tann;36142;HE
Tann;84367;BY
Tanna;7922;TH
Tanndorf;4680;SN
Tanne;38875;ST
Tanneberg;1683;SN
Tannenberg;9468;SN
Tannenbergsthal;8262;SN
Tannengrundhof;63589;HE
Tännesberg;92723;BY
Tannhausen;73497;BW
Tannheim;88459;BW
Tännich;7407;TH
Tantow;16307;BB
Tanzenhaid;91489;BY
Tapfheim;86660;BY
Tappenbeck;38479;NI
Tappendorf;24594;SH
Tarbek;24619;SH
Tarmow;16833;BB
Tarmstedt;27412;NI
Tarnewitz;23946;MV
Tarnewitzerhagen;23946;MV
Tarnow;18249;MV
Tarp;24963;SH
Tarthun;39435;ST
Tarzow;23972;MV
Tasdorf;24536;SH
Tastrup;24943;SH
Tastungen;37339;TH
Taterberg;39646;ST
Tating;25881;SH
Taubenheim;1665;SN
Taubensuhl;76857;RP
Tauberbischofsheim;97941;BW
Tauberrettersheim;97285;BY
Taucha;4425;SN
Taucha;6679;ST
Tauche;15848;BB
Tauer;3185;BB
Taufkirchen;82024;BY
Taufkirchen;84416;BY
Taufkirchen;84574;BY
Taugwitz;6628;ST
Taunusstein;65232;HE
Taupadel;7616;TH
Taura;9249;SN
Tauscha;1561;SN
Tauscha;9322;SN
Tautenburg;7778;TH
Tautendorf;7646;TH
Tautenhain;4643;SN
Tautenhain;7639;TH
Tawern;54456;RP
Techau;23689;SH
Techelsdorf;24220;SH
Techentin;19399;MV
Techin;19246;MV
Tecklenburg;49545;NW
Teerofen;16230;BB
Teetz;16866;BB
Tegau;7907;TH
Tegernau;79692;BW
Tegernau;83565;BY
Tegernheim;93105;BY
Tegernsee;83684;BY
Tegkwitz;4617;TH
Teicha;6193;ST
Teichel;7407;TH
Teichland;3185;BB
Teichröda;7407;TH
Teichweiden;7407;TH
Teichwitz;7570;TH
Teichwolframsdorf;7989;TH
Teisendorf;83317;BY
Teising;84576;BY
Teisnach;94244;BY
Teistungen;37339;TH
Teldau;19273;MV
Telgte;48291;NW
Tellig;56858;RP
Tellingstedt;25782;SH
Teltow;14513;BB
Telz;15806;BB
Temmels;54441;RP
Temmen;17268;BB
Tempelberg;15518;BB
Templin;17268;BB
Tempzin;19412;MV
Tengen;78250;BW
Teningen;79331;BW
Tennenbronn;78144;BW
Tensbüttel-Röst;25767;SH
Tensfeld;23824;SH
Teplitz;23992;MV
Terpe;3139;BB
Terpitzsch;9306;SN
Terpt;15926;BB
Teschendorf;16515;BB
Teschendorf;17094;MV
Teschenmoschel;67806;RP
Teschow;23923;MV
Teschow;23936;MV
Tespe;21395;NI
Tessenow;19376;MV
Tessin;18195;MV
Tessin;19243;MV
Tessin;19258;MV
Tessin;19412;MV
Teßmannsdorf;18233;MV
Testorf;19246;MV
Testorf;23936;MV
Testorf-Steinfort;23936;MV
Tetenbüll;25882;SH
Tetenhusen;24817;SH
Teterow;17166;MV
Tettau;1945;BB
Tettau;96355;BY
Tettenweis;94167;BY
Tettnang;88069;BW
Tetzelstein;38154;NI
Teublitz;93158;BY
Teuchern;6682;ST
Teufelshof;14641;BB
Teugn;93356;BY
Teunz;92552;BY
Teupitz;15755;BB
Teuschnitz;96358;BY
Teusin;17111;MV
Teutleben;99628;TH
Teutleben;99880;TH
Teutschenthal;6179;ST
Tewswoos;19303;MV
Thaden;25557;SH
Thaining;86943;BY
Thal;57537;RP
Thal;83555;BY
Thal;99843;TH
Thalberg;4924;BB
Thalbürgel;7616;TH
Thale;6502;ST
Thalebra;99713;TH
Thaleischweiler-Fröschen;66987;RP
Thälendorf;7422;TH
Thalfang;54424;RP
Thalhausen;56584;RP
Thalhausen;57577;RP
Thalhausermühle;57577;RP
Thalheim;6766;ST
Thalheim;9380;SN
Thalhofen;86932;BY
Thallichtenberg;66871;RP
Thallwitz;4808;SN
Thalmassing;93107;BY
Thalmässing;91177;BY
Thalwenden;37318;TH
Thalwinkel;6647;ST
Thammenhain;4808;SN
Thamsbrück;99947;TH
Thandorf;19217;MV
Thannhausen;86470;BY
Thanstein;92554;BY
Tharandt;1737;SN
Thedinghausen;27321;NI
Theeschütz;4720;SN
Theeßen;39291;ST
Theilenhofen;91741;BY
Theilheim;97288;BY
Theisa;4924;BB
Theisbergstegen;66871;RP
Theismühlen;56346;RP
Theisseil;92637;BY
Theißen;6727;ST
Thelkow;18195;MV
Themar;98660;TH
Theres;97531;BY
Theresenhof;15834;BB
Thermalbad Wiesenbad;9488;SN
Thesenvitz;18528;MV
Theuma;8541;SN
Thielbeer;39619;ST
Thiendorf;1561;SN
Thierbach;7356;TH
Thierbach;9322;SN
Thierhaupten;86672;BY
Thierschneck;7774;TH
Thiersheim;95707;BY
Thierstein;95199;BY
Thiesholz;24405;SH
Thießen;6862;ST
Thiessow;18586;MV
Thimmendorf;7356;TH
Tholey;66636;SL
Thomasburg;21401;NI
Thomm;54317;RP
Thonhausen;4626;TH
Thöringswerder;16269;BB
Thörlingen;56291;RP
Thörnich;54340;RP
Thorstorf;23936;MV
Thoßfell;8541;SN
Thuine;49832;NI
Thulendorf;18184;MV
Thum;9419;SN
Thumby;24351;SH
Thum-Herold;9419;SN
Thum-Jahnsbach;9419;SN
Thundorf;97711;BY
Thüngen;97289;BY
Thüngersheim;97291;BY
Thür;56743;RP
Thüringenhausen;99713;TH
Thüringer Hütte;97647;BY
Thürkow;17168;MV
Thurland;6779;ST
Thurmansbang;94169;BY
Thurnau;95349;BY
Thurow;19412;MV
Thyrnau;94136;BY
Thyrow;14974;BB
Tiddische;38473;NI
Tieckow;14798;BB
Tiefenau;1609;SN
Tiefenbach;9661;SN
Tiefenbach;55471;RP
Tiefenbach;84184;BY
Tiefenbach;88422;BW
Tiefenbach;93464;BY
Tiefenbach;94113;BY
Tiefenbronn;75233;BW
Tiefenbrunnen;14929;BB
Tiefengruft;24989;SH
Tiefenort;36469;TH
Tiefensee;4849;SN
Tiefensee;16259;BB
Tiefenthal;19348;BB
Tiefenthal;55546;RP
Tiefenthal;67311;RP
Tiefenweg;83546;BY
Tiefthal;99189;TH
Tielen;24803;SH
Tielenhemme;25794;SH
Tietzow;14641;BB
Tilleda;6537;ST
Timmaspe;24644;SH
Timmendorfer Strand;23669;SH
Timmenrode;6502;ST
Tinningstedt;25917;SH
Tirpersdorf;8606;SN
Tirschendorf;8606;SN
Tirschenreuth;95643;BY
Tissa;7646;TH
Tiste;27419;NI
Titisee-Neustadt;79822;BW
Titting;85135;BY
Tittling;94104;BY
Tittmoning;84529;BY
Titz;52445;NW
Tivoli;24321;SH
Toba;99713;TH
Toddin;19230;MV
Todenbüttel;24819;SH
Todendorf;22965;SH
Todenhagen;18320;MV
Todenroth;55481;RP
Todesfelde;23826;SH
Todsburg;73349;BW
Todtenweis;86447;BY
Todtmoos;79682;BW
Todtnau;79674;BW
Töfenreut;83379;BY
Töging;84513;BY
Tolk;24894;SH
Tollow;23992;MV
Tollwitz;6231;ST
Tömmelsdorf;7819;TH
Tönisvorst;47918;NW
Tonna;99958;TH
Tonndorf;99438;TH
Tönning;25832;SH
Töpchin;15755;BB
Töpen;95183;BY
Topfstedt;99718;TH
Töplitz;14476;BB
Toppenstedt;21442;NI
Törber;19217;MV
Torfbrücke;18181;MV
Torfgrube;73266;BW
Torfhaus;38667;NI
Torfkaten;23883;SH
Torfstich;8318;SN
Torgau;4860;SN
Torgelow;17192;MV
Torgelow;17358;MV
Torgelow-Holländerei;17358;MV
Torisdorf;23923;MV
Torna;6729;ST
Tornau;6774;ST
Tornau v d Heide;6779;ST
Tornesch;25436;SH
Tornitz;39249;ST
Tornow;15755;BB
Tornow;16775;BB
Tornow;16818;BB
Tornow;16866;BB
Tornowhof;17259;MV
Törpt;23923;MV
Tostedt;21255;NI
Tosterglope;21371;NI
Töttelstädt;99100;TH
Tottleben;99947;TH
Töttleben;99198;TH
Traben-Trarbach;56841;RP
Trabitz;39240;ST
Trabitz;92724;BY
Tradlenz;82390;BY
Train;93358;BY
Traisen;55595;RP
Traitsching;93455;BY
Tramm;19089;MV
Tramm;21516;SH
Tramm;23936;MV
Trams;19417;MV
Trannroda;7381;TH
Trantow;17121;MV
Trappenkamp;24610;SH
Trappstadt;97633;BY
Traßdorf;99326;TH
Trassem;54441;RP
Trassenheide;17449;MV
Traubenmühle;74523;BW
Traun;7819;TH
Traunreut;83301;BY
Traunstein;83278;BY
Traunwalchen;83374;BY
Traupitz;6729;ST
Trausnitz;92555;BY
Trautenhof;74249;BW
Trautenstein;38899;ST
Trautshofen;85655;BY
Trautskirchen;90619;BY
Travenbrück;23843;SH
Travenhorst;23827;SH
Traventhal;23795;SH
Trebatsch;15848;BB
Trebbichau;6369;ST
Trebbin;14959;BB
Trebbus;3253;BB
Trebel;29494;NI
Treben;1594;SN
Treben;4617;TH
Trebendorf;2959;SN
Trebendorf;3149;BB
Trebendorf-Mühlrose;2959;SN
Trebgast;95367;BY
Trebishain;4651;SN
Trebitz;6909;ST
Trebitz;14822;BB
Trebitz;15868;BB
Trebnitz;6217;ST
Trebnitz;6420;ST
Trebnitz;6682;ST
Trebnitz;15320;BB
Trebra;99718;TH
Trebs;19249;MV
Trebsen;4687;SN
Trebur;65468;HE
Trebus;2923;SN
Trechtingshausen;55413;RP
Trechwitz;14778;BB
Treffelstein;93492;BY
Treffurt;99830;TH
Treia;24896;SH
Treis-Karden;56253;RP
Tremmen;14641;BB
Tremnitz;7985;TH
Tremsbüttel;22967;SH
Tremsdorf;14552;BB
Trendelburg;34388;HE
Trenkmoos;83359;BY
Trennewurth;25693;SH
Trent;18569;MV
Treplin;15236;BB
Treppeln;15898;BB
Treppendorf;7407;TH
Trescherberg;83546;BY
Treseburg;38889;ST
Treuchtlingen;91757;BY
Treuen;8233;SN
Treuenbrietzen;14929;BB
Treugeböhla;1561;SN
Triberg;78098;BW
Tribohm;18320;MV
Tribsees;18465;MV
Trieb;8239;SN
Triebel;8606;SN
Triebes;7950;TH
Triebischtal;1665;SN
Triefenstein;97855;BY
Triepkendorf;17259;MV
Trieplatz;16845;BB
Trier;54290;RP
Trier;54292;RP
Trier;54293;RP
Trier;54294;RP
Trier;54295;RP
Trier;54296;RP
Trierscheid;53520;RP
Trierweiler;54311;RP
Triftern;84371;BY
Triglitz;16949;BB
Trimbs;56753;RP
Trimport;54636;RP
Trinum;6369;ST
Trinwillershagen;18320;MV
Tripkau;19273;NI
Trippigleben;39649;ST
Trippstadt;67705;RP
Triptis;7819;TH
Trittau;22946;SH
Trittenheim;54349;RP
Triwalk;23966;MV
Tröbigau;1877;SN
Tröbitz;3253;BB
Tröbnitz;7646;TH
Tröbsdorf;99428;TH
Tröchtelborn;99869;TH
Trochtelfingen;72818;BW
Trockenborn-Wolfersdorf;7646;TH
Trogen;95183;BY
Tröglitz;6729;ST
Troisdorf;53840;NW
Troisdorf;53842;NW
Troisdorf;53844;NW
Troistedt;99438;TH
Trollenhagen;17039;MV
Tromsdorf;6648;ST
Tröndel;24321;SH
Trossin;4880;SN
Trossingen;78647;BW
Tröstau;95709;BY
Trostberg;83308;BY
Truchtlaching;83376;BY
Trügleben;99880;TH
Trulben;66957;RP
Trunkelsberg;87779;BY
Trusetal;98596;TH
Tryppehna;39291;ST
Tschernitz;3130;BB
Tschirn;96367;BY
Tübingen;72070;BW
Tübingen;72072;BW
Tübingen;72074;BW
Tübingen;72076;BW
Tucheim;39307;ST
Tüchen;16928;BB
Tuchenbach;90587;BY
Tuchtfeld;37620;NI
Tülau;38474;NI
Tümlauer Koog;25881;SH
Tunau;79677;BW
Tuningen;78609;BW
Tuntenhausen;83104;BY
Tunzenhausen;99610;TH
Türkendorf;3130;BB
Türkenfeld;82299;BY
Türkheim;86842;BY
Turloff;19406;MV
Turnow-Preilack;3185;BB
Tüschow;19260;MV
Tussenhausen;86874;BY
Tüßling;84577;BY
Tutow;17129;MV
Tüttendorf;24214;SH
Tüttleben;99869;TH
Tuttlingen;78532;BW
Tutzing;82327;BY
Tützpatz;17091;MV
Tüzen;23992;MV
Twedt;24894;SH
Twieflingen;38388;NI
Twist;49767;NI
Twistetal;34477;HE
Twistringen;27239;NI
Tylsen;29413;ST
Tyrlaching;84558;BY
Übach-Palenberg;52531;NW
Übereisenbach;54689;RP
Überherrn;66802;SL
Überlingen;88662;BW
Übersee;83236;BY
Ubstadt-Weiher;76698;BW
Uchtdorf;39517;ST
Uchte;31600;NI
Üchtelhausen;97532;BY
Uchtspringe;39599;ST
Ückeritz;17459;MV
Uckerland;17337;BB
Uckro;15926;BB
Udenheim;55288;RP
Uder;37318;TH
Üdersdorf;54552;RP
Üdersee b Werbellin;16244;BB
Udersleben;6556;TH
Udestedt;99198;TH
Udler;54552;RP
Uebigau;1561;SN
Uebigau;4938;BB
Ueckermünde;17373;MV
Uedem;47589;NW
Uehlfeld;91486;BY
Uehrde;38170;NI
Uelitz;19077;MV
Uelsby;24860;SH
Uelsen;49843;NI
Uelversheim;55278;RP
Uelvesbüll;25889;SH
Uelzen;29525;NI
Uenglingen;39579;ST
Uenze;19348;BB
Uersfeld;56767;RP
Ueß;56767;RP
Uetersen;25436;SH
Uettingen;97292;BY
Uetz;14476;BB
Uetz;39517;ST
Uetze;31311;NI
Uffenheim;97215;BY
Uffing;82449;BY
Uftrungen;6548;ST
Uhingen;73066;BW
Uhldingen-Mühlhofen;88690;BW
Uhlenbrook;18233;MV
Uhler;56290;RP
Ühlingen-Birkendorf;79777;BW
Uhlstädt;7407;TH
Uhrsleben;39343;ST
Uhusmühle;56357;RP
Uhyst;2999;SN
Uichteritz;6667;ST
Ullersdorf;1454;SN
Ullersdorf;15868;BB
Ulm;89073;BW
Ulm;89075;BW
Ulm;89077;BW
Ulm;89079;BW
